GVKEY,TGT_START,GROUND_TRUTH,PREDICTIONS
7257.0,2008-06-01T00:00:00.000000000,"[0.9241870045661926, 1.2063844203948975, 0.843559205532074, 0.8234022855758667]","[0.9300760626792908, 0.9411692023277283, 0.9443178772926331, 0.9485744833946228]"
7257.0,2008-09-01T00:00:00.000000000,"[1.2063844203948975, 0.843559205532074, 0.8234022855758667, 1.0854425430297852]","[0.8906327486038208, 0.9000536203384399, 0.9027140140533447, 0.9089626669883728]"
7257.0,2008-12-01T00:00:00.000000000,"[0.843559205532074, 0.8234022855758667, 1.0854425430297852, 1.2870121002197266]","[0.9679779410362244, 0.9799001216888428, 0.9832711219787598, 0.9874104261398315]"
7257.0,2009-03-01T00:00:00.000000000,"[0.8234022855758667, 1.0854425430297852, 1.2870121002197266, 1.024971842765808]","[0.9631782174110413, 0.9745948314666748, 0.9778355360031128, 0.9821621775627136]"
7257.0,2009-06-01T00:00:00.000000000,"[1.0854425430297852, 1.2870121002197266, 1.024971842765808, 1.1660703420639038]","[0.9530287981033325, 0.9641383290290833, 0.9673105478286743, 0.9720513820648193]"
7257.0,2009-09-01T00:00:00.000000000,"[1.2870121002197266, 1.024971842765808, 1.1660703420639038, 1.1862272024154663]","[0.9781221151351929, 0.9900684356689453, 0.9934535622596741, 0.9978479146957397]"
7257.0,2009-12-01T00:00:00.000000000,"[1.024971842765808, 1.1660703420639038, 1.1862272024154663, 1.4482678174972534]","[1.007009506225586, 1.0200960636138916, 1.0238041877746582, 1.0286470651626587]"
7257.0,2010-03-01T00:00:00.000000000,"[1.1660703420639038, 1.1862272024154663, 1.4482678174972534, 1.1459133625030518]","[1.0126214027404785, 1.025783658027649, 1.029518485069275, 1.0345003604888916]"
7257.0,2010-06-01T00:00:00.000000000,"[1.1862272024154663, 1.4482678174972534, 1.1459133625030518, 1.50873863697052]","[1.0354689359664917, 1.0485727787017822, 1.052262306213379, 1.0567635297775269]"
7257.0,2010-09-01T00:00:00.000000000,"[1.4482678174972534, 1.1459133625030518, 1.50873863697052, 1.6699939966201782]","[1.0702614784240723, 1.0843545198440552, 1.0882999897003174, 1.0921764373779297]"
