GVKEY,TGT_START,GROUND_TRUTH,PREDICTIONS
1440.0,2010-06-01T00:00:00.000000000,"[1.5214751958847046, 2.071528673171997, 0.8834132552146912, 1.9175138473510742]","[1.4963786602020264, 1.7753572463989258, 1.368035078048706, 1.4789353609085083]"
1440.0,2010-09-01T00:00:00.000000000,"[2.071528673171997, 0.8834132552146912, 1.9175138473510742, 1.499472975730896]","[1.9397244453430176, 0.987082839012146, 1.3283056020736694, 1.605973482131958]"
1440.0,2010-12-01T00:00:00.000000000,"[0.8834132552146912, 1.9175138473510742, 1.499472975730896, 2.5115716457366943]","[1.0830702781677246, 1.0899955034255981, 1.2886688709259033, 1.6256012916564941]"
1440.0,2011-03-01T00:00:00.000000000,"[1.9175138473510742, 1.499472975730896, 2.5115716457366943, 0.6193875670433044]","[0.8543346524238586, 0.9970462918281555, 1.6153794527053833, 0.922761082649231]"
1440.0,2011-06-01T00:00:00.000000000,"[1.499472975730896, 2.5115716457366943, 0.6193875670433044, 1.5434772968292236]","[1.715691328048706, 1.9856332540512085, 1.587693691253662, 1.7163480520248413]"
1440.0,2011-09-01T00:00:00.000000000,"[2.5115716457366943, 0.6193875670433044, 1.5434772968292236, 1.6754902601242065]","[2.0651891231536865, 1.0470466613769531, 1.4080041646957397, 1.6908398866653442]"
1440.0,2011-12-01T00:00:00.000000000,"[0.6193875670433044, 1.5434772968292236, 1.6754902601242065, 2.533573627471924]","[1.3008248805999756, 1.4101125001907349, 1.5323433876037598, 1.8657503128051758]"
1440.0,2012-03-01T00:00:00.000000000,"[1.5434772968292236, 1.6754902601242065, 2.533573627471924, 1.2134451866149902]","[0.8999519348144531, 1.0168993473052979, 1.7417691946029663, 0.9569337368011475]"
1440.0,2012-06-01T00:00:00.000000000,"[1.6754902601242065, 2.533573627471924, 1.2134451866149902, 1.8295050859451294]","[1.657964825630188, 1.9864715337753296, 1.5594130754470825, 1.6734768152236938]"
1440.0,2012-09-01T00:00:00.000000000,"[2.533573627471924, 1.2134451866149902, 1.8295050859451294, 1.8955113887786865]","[2.2078492641448975, 1.1211897134780884, 1.5277836322784424, 1.8545866012573242]"
